m0,m1,m2,m3,voltage_mV,std_mV
1771,1793,4066,1668,3.306451612903226,11.5702342968835
1692,893,1743,3163,2.124011963255714,9.407852192279021
2224,1749,3854,1791,4.751655629139073,13.620428250297751
3626,3968,1661,166,1.532792138431959,8.048462015905292
411,3765,3999,181,4.094744712668233,12.74984571928656
175,2755,3411,2038,1.686071352275155,8.42597621716659
3585,3478,3713,1209,2.2553941465498824,9.67915628027112
1566,3029,3016,315,3.5692159794915614,11.982118342336351
3783,920,2390,2928,2.1897030549027985,9.544694332683592
3452,3674,3550,3217,3.218863490707114,11.428299182578387
280,1983,353,481,1.8393505661183505,8.784612715894253
3902,1730,1501,2580,0.9634693441572313,6.423858820599572
2751,1080,3890,2731,5.364772484511856,14.358425754702576
2761,314,3463,3942,1.7736594744712666,8.633069179657882
357,3258,816,795,3.2845545823541973,11.534976604009888
1008,218,3275,209,2.0364238410596025,9.221510074628023
3933,1913,2431,2340,1.9707327494125184,9.078689490565509
1273,3499,85,1091,1.6641743217261267,8.37325956544984
3685,2027,1012,2587,2.124011963255714,9.407852192279021
1229,3228,840,1386,1.0510574663533432,6.702637771912572
1187,3831,1724,2218,1.0948515274513992,6.837345597477419
3244,1957,1017,838,1.0948515274513992,6.837345597477419
2063,1427,2294,1012,1.7736594744712666,8.633069179657882
2942,358,2892,3625,2.5400555436872465,10.236574891421384
1763,1136,1722,3461,3.065584276863918,11.173924027111642
2475,776,2863,3376,2.1021149327066864,9.361691225830086
754,3987,1919,2973,2.2334971160008545,9.634593909101156
3602,1687,873,1340,0.7663960692159795,5.742493652207621
3634,3764,62,835,0.5693227942747275,4.960728655439903
1091,1268,3021,1984,1.664174321726127,8.37325956544984
317,944,3477,985,1.7736594744712666,8.633069179657882
2427,2310,2588,1675,1.7736594744712666,8.633069179657882
3927,1946,2243,534,1.7517624439222388,8.581848276360633
3493,195,1543,694,0.6569109164708395,5.323275764012731
1827,2374,998,855,1.4889980773339027,7.936759886713515
1027,2816,3442,1726,2.3867763298440505,9.941324216012688
1958,2352,2134,1544,1.335718863490707,7.5307641468348345
354,4047,3909,2899,2.342982268745994,9.8549045006771
775,3596,1929,3541,2.540055543687246,10.236574891421384
3043,579,1473,2392,1.423306985686819,7.765731795327052
1067,2296,2695,3816,3.021790215765862,11.099785999137982
79,1821,1894,2283,1.0948515274513992,6.837345597477419
1897,2798,39,2388,1.5765861995300148,8.158399861738873
3820,670,2105,3823,2.6057466353343304,10.359841303144044
679,2486,473,3301,1.510895107882931,7.992836082414952
3528,975,961,3888,1.686071352275155,8.42597621716659
425,3522,1827,1249,1.204336680196539,7.1618689820388575
963,2541,2821,3252,4.817346720786157,13.70271313252815
3675,951,2293,3243,2.627643665883358,10.400513257179119
1249,986,510,1894,1.839350566118351,8.784612715894253
2532,3126,3945,4045,2.780922879726554,10.679624264960815
771,1954,2915,93,3.7881862849818413,12.310552639324845
3832,991,2585,2331,3.350245674001281,11.640305737588921
2926,3979,3881,2332,4.904934842982268,13.811177733330622
1256,2384,2930,1274,2.0364238410596025,9.221510074628023
198,675,358,881,2.3648792992950223,9.898232893937175
199,2429,2166,947,1.0729544969023714,6.770362135096863
3623,2477,1848,2557,1.6422772911770986,8.320151280394109
3625,2973,3080,822,2.649540696432386,10.440980856188476
3983,2763,3354,3370,3.985259559923093,12.595570923897222
1976,25,2650,509,2.561952574236274,10.277874613644071
3827,2938,2800,2291,1.532792138431959,8.048462015905292
1431,3653,1862,70,2.759025849177526,10.640334720936488
3711,581,3368,2593,3.788186284981841,12.310552639324845
3885,935,421,336,2.1021149327066864,9.361691225830086
2235,621,2211,1120,2.49626148258919,10.153329823056888
3967,1522,2147,1003,1.5984832300790426,8.212729363948112
3589,3362,2723,814,2.27729117709891,9.723465115000975
1554,1452,2199,1528,1.510895107882931,7.992836082414952
1029,3604,3610,3529,3.6349070711386458,12.082002853144331
94,2521,1694,3562,2.124011963255714,9.407852192279021
54,3014,3524,1268,4.029053621021149,12.65762013039103
2598,3713,445,1981,1.2262337107455672,7.224825598969043
3666,1180,3721,3845,1.423306985686819,7.765731795327052
498,3158,2460,1029,2.868511001922666,10.834915353176305
3453,587,1822,2305,0.9853663747062593,6.494786241706041
3614,685,1284,3739,0.8539841914120914,6.055588068577097
3426,2995,3065,445,2.3867763298440505,9.941324216012688
197,135,2489,1574,1.204336680196539,7.1618689820388575
1245,1456,3191,3047,3.2407605212561417,11.464010446433079
3580,2886,3361,1036,2.82471694082461,10.757639169232494
2190,2586,1749,1661,0.9415723136082034,6.352063995949826
2056,357,1160,277,2.1021149327066864,9.361691225830086
242,1146,1548,3593,0.8758812219611194,6.131168553727837
1667,628,2130,3512,2.583849604785302,10.318962577701605
1234,2170,3150,3038,3.021790215765862,11.099785999137982
1034,2852,2951,3710,3.4597308267464215,11.812955845842351
33,873,4063,2674,3.2626575518051695,11.499569116512061
892,2002,1508,3013,1.0510574663533432,6.702637771912571
43,1014,896,644,1.4671010467848749,7.880223816519517
